Company Name,Website,Company LinkedIn,Unnamed: 3,Unnamed: 4,Company Description,Meta Description,Meta Title,Industries,Location,Hiring,Company Size,Contact Email,Last Funding Type,Last Funding Date,Last Funding Amount,Total Funding Amount,Revenue,IT Spend,Downloads,Tech Changes,Monthly Visits,Investor,Research Notes
Sifthub,sifthub.io,https://www.linkedin.com/company/sifthubhq,,,,,,,,,,,,,,,,,,,,,
Ringy,https://ringy.com,https://www.linkedin.com/company/ringycrm,,,,,,,,,,,,,,,,,,,,,
Capsule CRM,https://capsulecrm.com,https://www.linkedin.com/company/capsulecrm,,,,,,,,,,,,,,,,,,,,,
HubSpot,https://hubspot.com,https://www.linkedin.com/company/hubspot,,,,,,,,,,,,,,,,,,,,,
Folk,https://folk.app,https://www.linkedin.com/company/folkhq/?,,,,,,,,,,,,,,,,,,,,,
Bitrix24,https://bitrix24.com,https://www.linkedin.com/company/bitrix24,,,,,,,,,,,,,,,,,,,,,
NetSuite CRM,https://netsuite.com,https://www.linkedin.com/company/netsuite/,,,,,,,,,,,,,,,,,,,,,
Odoo,https://odoo.com,https://www.linkedin.com/company/odoo,,,,,,,,,,,,,,,,,,,,,
Intail,https://intail.ai,https://www.linkedin.com/company/intail,,,,,,,,,,,,,,,,,,,,,
Breakcold,https://breakcold.com,https://www.linkedin.com/company/breakcold,,,,,,,,,,,,,,,,,,,,,
Kustomer,https://kustomer.com,https://www.linkedin.com/company/kustomer,,,,,,,,,,,,,,,,,,,,,
Cloze,https://cloze.com,https://www.linkedin.com/company/cloze,,,,,,,,,,,,,,,,,,,,,
CRMX,https://gocrmx.com/,https://www.linkedin.com/company/crmxofficial,,,,,,,,,,,,,,,,,,,,,
Cust,https://cust.co/,https://www.linkedin.com/company/custco,,,,,,,,,,,,,,,,,,,,,
Attio,https://attio.com,https://linkedin.com/company/attio,,,,,,,,,,,,,,,,,,,,,
Reevo,https://reevo.ai,https://www.linkedin.com/company/reevo-ai,,,,,,,,,,,,,,,,,,,,,
Membrain,https://membrain.com,https://www.linkedin.com/company/membraincom,,,,,,,,,,,,,,,,,,,,,
Clarify,https://getclarify.ai,https://www.linkedin.com/company/getclarify,,,,,,,,,,,,,,,,,,,,,
Mindtackle,https://www.mindtickle.com/,https://www.linkedin.com/company/mindtickle,,,,,,,,,,,,,,,,,,,,,
Aligned,https://alignedup.com/,https://www.linkedin.com/company/teamaligned/,,,,,,,,,,,,,,,,,,,,,
Tofu ,https://www.tofuhq.com/,linkedin.com/company/tofuai,,,,,,,,,,,,,,,,,,,,,"No public API found, focuses on managed ABM campaigns"
Copper,https://www.copper.com/,https://www.linkedin.com/company/copper-inc/,,,,,,,,,,,,,,,,,,,,,
PandaMatch,https://www.pandamatch.io/,https://www.linkedin.com/company/pandamatch,,,,,,,,,,,,,,,,,,,,,
GoAgentic,https://www.goagentic.com/,https://www.linkedin.com/company/go-agentic/,,,,,,,,,,,,,,,,,,,,,
Questera ,https://www.questera.ai/,https://www.linkedin.com/company/questeraai,,,,,,,,,,,,,,,,,,,,,Added to directory (lib/data.ts) - Workflow Automation
Direct Ascent,https://www.directascent.com/,https://www.linkedin.com/company/direct-ascent/,,,,,,,,,,,,,,,,,,,,,
DiscoLike,https://discolike.com/,https://www.linkedin.com/company/discolike/,,,,,,,,,,,,,,,,,,,,,
Letterdrop ,https://letterdrop.com/,https://www.linkedin.com/company/letterdrop,,,,,,,,,,,,,,,,,,,,,Added to directory (lib/data.ts) - Sales Engagement
Goran,https://www.meetgoran.com/,,,,,,,,,,,,,,,,,,,,,,
Fisga Insights,https://fisga.co/,,,,,,,,,,,,,,,,,,,,,,
Narrio ,https://www.narrio.app/,https://www.linkedin.com/company/narrio,,,,,,,,,,,,,,,,,,,,,"No public API found, deal narrative and pipeline analysis tool"
Mabbly,mabbly.ai,,,,,,,,,,,,,,,,,,,,,,
Tinkery,tinkery.ai,https://www.linkedin.com/company/tinkeryai,,,,,,,,,,,,,,,,,,,,,
Cuebo AI,cuebo.ai,https://www.linkedin.com/company/cuebo,,,,,,,,,,,,,,,,,,,,,
Lead Onion,leadonion.ai,https://www.linkedin.com/company/lead-onion,,,,,,,,,,,,,,,,,,,,,
Coolie ,https://trycoolie.ai/,linkedin.com/company/coolie,,,,,,,,,,,,,,,,,,,,,"No public API found, prospect research and outreach tool"
TENALi,tenali.ai,https://www.linkedin.com/company/tenali-ai,,,,,,,,,,,,,,,,,,,,,
CaliberMind,https://calibermind.com/,https://www.linkedin.com/company/calibermind/,,,,,,,,,,,,,,,,,,,,,
SilkChart,silkchart.com,https://www.linkedin.com/company/silkchart,,,,,,,,,,,,,,,,,,,,,
Signum.ai,https://signum.ai/,https://www.linkedin.com/company/signum-ai,,,,,,,,,,,,,,,,,,,,,
Kendo AI,kendo.ai,https://www.linkedin.com/company/kendo-ai,,,,,,,,,,,,,,,,,,,,,
Re:catch,recatch.cc,https://www.linkedin.com/showcase/re-catch/about/,,,,,,,,,,,,,,,,,,,,,
Bluebirds,https://www.bluebirds.com/,https://www.linkedin.com/company/bluebirdsai/,,,,,,,,,,,,,,,,,,,,,
Crustdata,crustdata.com,https://www.linkedin.com/company/kosas-cosmetics,,,,,,,,,,,,,,,,,,,,,
Cassidy AI,cassidyai.com,https://www.linkedin.com/company/cassidyai,,,,,,,,,,,,,,,,,,,,,
Floqer,floqer.com,,,,,,,,,,,,,,,,,,,,,,
Growthtoolkit,growthtoolkit.io,https://linkedin.com/company/growthtoolkit-io,,,,,,,,,,,,,,,,,,,,,
LeadDelta,leaddelta.com,https://www.linkedin.com/company/leaddelta,,,,,,,,,,,,,,,,,,,,,
Lative,lative.io,https://www.linkedin.com/company/lative-limited,,,,,,,,,,,,,,,,,,,,,
Bizzy,https://bizzy.ai/,be.linkedin.com/company/bizzy-ai,,,,,,,,,,,,,,,,,,,,,
Ressl AI,https://www.ressl.ai/,https://www.linkedin.com/company/ressl-ai,,,,,,,,,,,,,,,,,,,,,
Botdog,botdog.co,https://www.linkedin.com/company/botdogco,,,,,,,,,,,,,,,,,,,,,
Fay ,https://fay.work/,https://www.linkedin.com/company/fay-ai,,,,,,,,,,,,,,,,,,,,,"No public API found, AI agent for pain-ready accounts"
Watson,usewatson.com,,,,,,,,,,,,,,,,,,,,,,
Seam AI,https://www.getseam.ai/,https://www.linkedin.com/company/seamai,,,,,,,,,,,,,,,,,,,,,
Dunbar,https://trydunbar.com/,linkedin.com/company/joindunbar,,,,,,,,,,,,,,,,,,,,,
Orbiq,orbiqhq.com,,,,,,,,,,,,,,,,,,,,,,
Reach Fast,reachfast.ai,https://www.linkedin.com/company/reachfast,,,,,,,,,,,,,,,,,,,,,
Icypeas,https://www.icypeas.com,https://www.linkedin.com/company/icypeas/,,,,,,,,,,,,,,,,,,,,,
FindForce,findforce.io,http://linkedin.com/company/findforce,,,,,,,,,,,,,,,,,,,,,
Prospectflow,https://www.prospectflow.me/,,,,,,,,,,,,,,,,,,,,,,
SalesKong ,saleskong.com,https://www.linkedin.com/company/saleskong,,,,,,,,,,,,,,,,,,,,,"No public API found, AI assistant for revenue execution"
Leadabud ,leadabud.com,Not found,,,,,,,,,,,,,,,,,,,,,"No public API found, AI sales agent tool"
Ressl AI,ressl.ai,https://www.linkedin.com/company/ressl-ai,,,,,,,,,,,,,,,,,,,,,
JourneyWise,journeywise.io,https://www.linkedin.com/company/journeywise-io,,,,,,,,,,,,,,,,,,,,,
Enrichspot,enrichspot.com,,,,,,,,,,,,,,,,,,,,,,
Eggi,eggi.io,https://linkedin.com/company/eggi-io,,,,,,,,,,,,,,,,,,,,,
Nevara ,nevara.ai,https://www.linkedin.com/company/getnevara,,,,,,,,,,,,,,,,,,,,,"No public API found, deal execution agent for AEs"
Hypertide,https://www.hypertide.io/,https://www.linkedin.com/company/hypertideio,,,,,,,,,,,,,,,,,,,,,
Mailforge,https://www.mailforge.ai/,https://www.linkedin.com/company/salesforgeio,,,,,,,,,,,,,,,,,,,,,
Infraforge ,https://www.infraforge.ai/,https://www.linkedin.com/company/salesforgeio,,,,,,,,,,,,,,,,,,,,,Added to directory (lib/data.ts) - Email Outreach
maildoso,https://getmaildoso.com/,https://www.linkedin.com/company/maildoso,,,,,,,,,,,,,,,,,,,,,
Inframail ,https://inframail.io/,linkedin.com/company/inframail,,,,,,,,,,,,,,,,,,,,,Added to directory (lib/data.ts) - Email Outreach
Mailreef ,https://www.mailreef.com/,linkedin.com/company/mailreef,,,,,,,,,,,,,,,,,,,,,Added to directory (lib/data.ts) - Email Outreach
Explorium,https://www.explorium.ai/,https://www.linkedin.com/company/explorium-ai,,,,,,,,,,,,,,,,,,,,,
MillionVerifier,https://www.millionverifier.com/,https://www.linkedin.com/company/millionverifier/,,,,,,,,,,,,,,,,,,,,,
LeanData,https://www.leandata.com/,https://www.linkedin.com/company/leandata,,,,,,,,,,,,,,,,,,,,,
Plauti,https://www.plauti.com/,https://www.linkedin.com/company/plauti-b-v-,,,,,,,,,,,,,,,,,,,,,
RevenueHero ,https://www.revenuehero.io/,https://www.linkedin.com/company/revenuehero,,,,,,,,,,,,,,,,,,,,,"No public API found, focuses on no-code scheduling integrations"
 Default,https://www.default.com/,https://www.linkedin.com/company/withdefault,,,,,,,,,,,,,,,,,,,,,
Traction Complete,https://tractioncomplete.com/,https://www.linkedin.com/company/traction-complete,,,,,,,,,,,,,,,,,,,,,
Sweep,https://www.sweep.io/,https://www.linkedin.com/company/sweephq,,,,,,,,,,,,,,,,,,,,,
AccountAim,https://www.accountaim.com/,https://www.linkedin.com/company/accountaim,,,,,,,,,,,,,,,,,,,,,
FunnelBeam,https://www.funnelbeam.com/,https://www.linkedin.com/company/funnelbeam,,,,,,,,,,,,,,,,,,,,,
Demonstro,https://demonstro.io/,https://www.linkedin.com/company/demonstro,,,,,,,,,,,,,,,,,,,,,
SalesHood,https://saleshood.com/,https://www.linkedin.com/company/saleshood,,,,,,,,,,,,,,,,,,,,,
SmartWinnr,https://smartwinnr.com/,https://www.linkedin.com/company/smartwinnr,,,,,,,,,,,,,,,,,,,,,
Hyperbound,https://www.hyperbound.ai/,https://www.linkedin.com/company/hyperbound-ai,,,,,,,,,,,,,,,,,,,,,
Muchbetter AI,https://muchbetter.ai/,https://www.linkedin.com/company/muchbetter-ai,,,,,,,,,,,,,,,,,,,,,
MEDDICC ,https://meddicc.com/,https://www.linkedin.com/company/meddicc,,,,,,,,,,,,,,,,,,,,,No public API found for mOS platform
Master-O,https://www.masteroapp.com/,linkedin.com/company/master-o-sales-enablement-and-gamification,,,,,,,,,,,,,,,,,,,,,
GTMbuddy,https://gtmbuddy.ai/,https://www.linkedin.com/company/gtmbuddy,,,,,,,,,,,,,,,,,,,,,
Awarathon,https://awarathon.com/,https://www.linkedin.com/company/awarathon,,,,,,,,,,,,,,,,,,,,,
Quantified,https://www.quantified.ai/,https://www.linkedin.com/company/quantified-ai,,,,,,,,,,,,,,,,,,,,,
Uhubs,https://www.uhubs.ai/,https://www.linkedin.com/company/uhubs,,,,,,,,,,,,,,,,,,,,,
Sharpsell,https://www.sharpsell.ai/,https://www.linkedin.com/company/80367219,,,,,,,,,,,,,,,,,,,,,
DealHub,https://dealhub.io/,https://www.linkedin.com/company/dealhubio,,,,,,,,,,,,,,,,,,,,,
Saleshandy,https://www.saleshandy.com/,https://www.linkedin.com/company/saleshandy,,,,,,,,,,,,,,,,,,,,,
Mailshake,https://mailshake.com/,https://www.linkedin.com/company/mailshake,,,,,,,,,,,,,,,,,,,,,
Mixmax,https://www.mixmax.com/,https://www.linkedin.com/company/mixmax-inc-,,,,,,,,,,,,,,,,,,,,,
GetAccept,https://www.getaccept.com/,https://www.linkedin.com/company/getaccept,,,,,,,,,,,,,,,,,,,,,
Zeliq,https://www.zeliq.com/,https://www.linkedin.com/company/91715717,,,,,,,,,,,,,,,,,,,,,
Crono,https://www.crono.one/,https://www.linkedin.com/company/crono-saas,,,,,,,,,,,,,,,,,,,,,
Revenue,https://www.revenue.io/,https://www.linkedin.com/company/revenueio,,,,,,,,,,,,,,,,,,,,,
Salesken,https://www.salesken.ai/,https://www.linkedin.com/company/salesken/,,,,,,,,,,,,,,,,,,,,,
SalesBlink,https://salesblink.io/,https://www.linkedin.com/company/getsalesblink,,,,,,,,,,,,,,,,,,,,,
InSitu Sales,https://www.insitusales.com/en/,https://www.linkedin.com/company/insitusales,,,,,,,,,,,,,,,,,,,,,
SPOTIO,https://spotio.com/,https://www.linkedin.com/company/spotio,,,,,,,,,,,,,,,,,,,,,
Clado,https://www.clado.ai/,https://www.linkedin.com/company/clado-ai,,,,,,,,,,,,,,,,,,,,,
OpenFunnel,https://openfunnel.dev/,https://www.linkedin.com/company/openfunnel,,,,,,,,,,,,,,,,,,,,,
Redcar ,https://www.redcar.io/,linkedin.com/company/redcarinc,,,,,,,,,,,,,,,,,,,,,"No public API found, automated call answering and booking"
CustomerIQ ,https://www.getcustomeriq.com/,https://www.linkedin.com/company/getcustomeriq,,,,,,,,,,,,,,,,,,,,,Added to directory (lib/data.ts) - Conversation Intelligence
Nomi,https://www.heynomi.com/,https://www.linkedin.com/company/nomihq,,,,,,,,,,,,,,,,,,,,,
Naoma ,https://naoma.ai/,linkedin.com/company/naoma-ai,,,,,,,,,,,,,,,,,,,,,"No public API found, AI video sales agent"
Andsend,https://www.andsend.com/,https://www.linkedin.com/company/andsendcom,,,,,,,,,,,,,,,,,,,,,
Rox,rox.com,https://www.linkedin.com/company/rox-dat,,,,,,,,,,,,,,,,,,,,,
,https://www.ghostbracket.com/,,,,,,,,,,,,,,,,,,,,,,
,https://www.sendspark.com/,https://www.linkedin.com/company/sendspark,,,,,,,,,,,,,,,,,,,,,
,https://www.exarich.com/,,,,,,,,,,,,,,,,,,,,,,
